category,url,title,media,thumbnail,date,content
정치_행정,https://n.news.naver.com/mnews/article/003/0012630773,"방기선 국무조정실장, 제38회 세계 마약퇴치의 날 행사",뉴시스,https://mimgnews.pstatic.net/image/origin/003/2024/06/26/12630773.jpg?type=ofullfill220_150,2024-06-26 15:34:25,[서울=뉴시스] 전신 기자 = 방기선 국무조정실장이 26일 서울 영등포구 63스퀘어에서 열린 제38회 세계 마약퇴치의 날 행사에서 발언하고 있다. 2024.06.26. photo1006@newsis.com
정치_행정,https://n.news.naver.com/mnews/article/003/0012630772,세계 마약퇴치의 날 기념 퍼포먼스하는 오유경-방기선,뉴시스,https://mimgnews.pstatic.net/image/origin/003/2024/06/26/12630772.jpg?type=ofullfill220_150,2024-06-26 15:34:25,[서울=뉴시스] 전신 기자 = 오유경 식약처장이 26일 서울 영등포구 63스퀘어에서 열린 제38회 세계 마약퇴치의 날 행사에서 방기선 국무조정실장과 함께 기념 퍼포먼스를 하고 있다. 2024.06.26. photo1006@newsis.com
정치_행정,https://n.news.naver.com/mnews/article/003/0012630771,세계 마약퇴치의 날 기념 퍼포먼스하는 오유경-방기선,뉴시스,https://mimgnews.pstatic.net/image/origin/003/2024/06/26/12630771.jpg?type=ofullfill220_150,2024-06-26 15:34:25,[서울=뉴시스] 전신 기자 = 오유경 식약처장이 26일 서울 영등포구 63스퀘어에서 열린 제38회 세계 마약퇴치의 날 행사에서 방기선 국무조정실장과 함께 기념 퍼포먼스를 하고 있다. 2024.06.26. photo1006@newsis.com
정치_행정,https://n.news.naver.com/mnews/article/003/0012630770,세계 마약퇴치의 날 기념 퍼포먼스하는 오유경-방기선,뉴시스,https://mimgnews.pstatic.net/image/origin/003/2024/06/26/12630770.jpg?type=ofullfill220_150,2024-06-26 15:34:25,[서울=뉴시스] 전신 기자 = 오유경 식약처장이 26일 서울 영등포구 63스퀘어에서 열린 제38회 세계 마약퇴치의 날 행사에서 방기선 국무조정실장과 함께 기념 퍼포먼스를 하고 있다. 2024.06.26. photo1006@newsis.com
정치_행정,https://n.news.naver.com/mnews/article/003/0012630769,기념촬영하는 참석자들,뉴시스,https://mimgnews.pstatic.net/image/origin/003/2024/06/26/12630769.jpg?type=ofullfill220_150,2024-06-26 15:34:25,[서울=뉴시스] 전신 기자 = 오유경 식약처장이 26일 서울 영등포구 63스퀘어에서 열린 제38회 세계 마약퇴치의 날 행사에서 방기선 국무조정실장 등 참석자들과 함께 기념촬영을 하고 있다. 2024.06.26. photo1006@newsis.com
정치_행정,https://n.news.naver.com/mnews/article/003/0012630768,제38회 세계 마약퇴치의 날 기념 퍼포먼스,뉴시스,https://mimgnews.pstatic.net/image/origin/003/2024/06/26/12630768.jpg?type=ofullfill220_150,2024-06-26 15:34:25,[서울=뉴시스] 전신 기자 = 오유경 식약처장이 26일 서울 영등포구 63스퀘어에서 열린 제38회 세계 마약퇴치의 날 행사에서 방기선 국무조정실장 등 참석자들과 함께 기념 퍼포먼스를 하고 있다. 2024.06.26. photo1006@newsis.com
정치_행정,https://n.news.naver.com/mnews/article/003/0012630762,"해병대, 서해 앞바다에 290여발 사격…9·19 효력정지 이후 첫 훈련",뉴시스,https://mimgnews.pstatic.net/image/origin/003/2024/06/26/12630762.jpg?type=ofullfill220_150,2024-06-26 15:32:38,"K-9·천무 등 운용해 총 290여발 사격 진행



[연평도=뉴시스] 김근수 기자 = 26일 인천광역시 옹진군 연평도의 한 해병대 포 사격훈련장에서 K-9 자주포가 포사격 훈련을 하고 있다. 해병대는 포사격 훈련을 9·19 남북군사합의 효력이 전면 중단된 이후 연평도와 백령도에서 포사격 훈련을 재개한다고 밝혔다. 2024.06.26. ks@newsis.com[서울=뉴시스] 옥승욱 기자 = 북한이 오물풍선과 극초음속 중거리탄도미사일 발사 등 다양한 도발을 이어가고 있는 가운데, 우리 군은 26일 연평도, 백령도 등 서북도서 일대에서 해상사격훈련을 실시했다. 서북도서방위사령부 예하 해병대 제6여단과 연평부대는 26일 부대별 작전지역에서 해상사격훈련을 실시했다고 밝혔다.이번 훈련은 최근 GPS 교란, 미사일 발사 등 북한의 도발로 인해 9·19 남북군사합의 효력이 전부 정지되고 시행되는 첫 서북도서 해상사격훈련이다. 해상사격훈련 간 서북도서 부대들은 군사대비태세를 격상하고 즉각 대응태세를 유지한 가운데 K-9, 천무, 스파이크 등의 전력을 운용해 가상의 적에 대해 총 290여발의 사격을 진행했다. 해병대는 ""적이 도발하면 강력히 응징할 수 있는 능력과 태세를 검증했다""고 밝혔다.이번 사격훈련은 연례적이고 방어적 훈련이다. 유엔군사령부 군사정전위원회의 국제참관단 참관 하 정전협정 규정을 준수한 가운데 사전 항행경보를 발령하는 등 정상적인 절차에 따라 진행됐다. 주민 안전을 위해 사격 전 안전문자 발송, 사격 당일 안내방송 실시 및 주민대피 안내조 배치 등 대국민 안전조치를 시행했다.훈련에 참가한 해병대 제6여단 포병대대장 정구영 중령은 ""해병대는 지금 당장이라도 적과 싸울 준비가 돼 있다""며, ""적이 도발하면 준비한 모든 것을 쏟아 부어 즉각·강력히·끝까지 응징할 것""이라고 강조했다. 서북도서방위사령부는 이날 훈련 이후에도 정례적인 해상사격훈련으로 해병대 화력운용능력 향상과 군사대비태세의 완전성 제고를 추진할 예정이다."
정치_행정,https://n.news.naver.com/mnews/article/018/0005774169,4·19혁명공로자 김기병 등 27명 2024년 호국보훈의 달 정부포상,이데일리,https://mimgnews.pstatic.net/image/origin/018/2024/06/26/5774169.jpg?type=ofullfill220_150,2024-06-26 15:29:08,"모범 보훈대상자 21명, 대외 유공자 6명에 훈장 등 수여[이데일리 김관용 기자] 정부가 2024년 호국보훈의 달을 맞아 모범 국가보훈대상자 21명과 보훈문화 확산에 앞장선 대외 유공인사 6명 등 총 27명에게 정부포상을 수여한다. 국민훈장 3명, 국민포장, 3명, 대통령표창 10명, 국무총리표창 11명 등이다. 국가보훈부는 2024년도 호국보훈의 달 정부포상식을 27일 오전 11시 서울 중구에 소재한 앰배서더 서울 풀만 호텔서 개최한다며 이같이 밝혔다. 포상식에는 한덕수 국무총리와 강정애 국가보훈부 장관, 수상자와 동반 가족을 비롯한 보훈단체장 등 80여 명이 참석할 예정이다. 이날 포상식에서 모범 국가보훈대상자 중 국민훈장 모란장을 받는 김기병(87)님은 4.19혁명공로자로 다양한 기념사업을 통해 4.19혁명과 그 정신을 알리고, 국가유공자와 군부대를 위한 기부와 위문을 통해 보훈의 가치를 확산한 공로를 인정받았다.특히 4.19혁명 50주년 기념사업회 집행위원장과 60주년 기념사업회장을 역임하면서 전국 8개 지역에 4.19혁명 기념탑을 설치해 4.19혁명의 의미를 지역사회에 함양할 수 있는 기반을 마련했다. 또 4.19혁명사를 발간해 전국 교육기관과 도서관, 공공단체 등에 배포해 4.19혁명을 널리 알리는데 기여했다.이와 함께 월남전에 참전한 전상군경인 박우철(76)님은 소외계층과 형편이 어려운 국가유공자를 위한 봉사활동으로 따뜻한 공동체를 만드는 데 헌신해온 공로를 인정받아 국민훈장 목련장을 수상한다.국가유공자 예우증진 대외유공 인사 중에선 인천세종병원 장례식장 대표 이보은(69)님이 국민훈장 동백장을 수여받는다. 이 대표는 국가유공자분들께 장례식장을 무료로 제공하고 영웅에 대한 마지막 예우와 보훈문화 확산에 솔선수범을 한 공로를 인정받았다. 특히 국가유공자분들에 대해 장례식장을 1500회 이상 무료로 제공해 국가유공자분들을 예우하고 존경하는 풍토를 조성했다. 정부는 1971년부터 국가와 사회 발전에 기여한 모범 국가보훈대상자와 그 유가족을 발굴해 정부포상을 실시해 왔다. 다양한 분야에서 국가유공자 예우와 복지증진을 위해 노력해 온 대외 유공인사에게도 2017년부터 정부포상을 시행하고 있다.



작년 6월 22일 서울 중구 앰배서더 호텔에서 2023 호국보훈의 달 정부포상식이 진행되고 있다. (사진=국가보훈부)"
정치_행정,https://n.news.naver.com/mnews/article/003/0012630704,"계룡軍문화축제 10월 개최, 공식 포스터 나왔다",뉴시스,https://mimgnews.pstatic.net/image/origin/003/2024/06/26/12630704.jpg?type=ofullfill220_150,2024-06-26 15:18:18,"KADEX 2024·지상군페스티벌과 동시에 열려



[대전=뉴시스]2024 계룡군문화축제 공식 포스터. 2024. 06. 26   *재판매 및 DB 금지[대전=뉴시스]곽상훈 기자 = 충남 계룡시문화관광재단은 올해 14회째 개최하는 ‘계룡軍문화축제’ 홍보용 공식 포스터를 제작했다고 26일 밝혔다. 올해 10월 2일부터 6일까지 계룡대 활주로 일원에서 개최되는 이번 축제 주제는 ‘K-軍문화의 중심, 힘찬 국방수도 계룡!’으로, 전국 어디에서도 찾아볼 수 없는 차별화된 군(軍) 관련 콘텐츠를 관람객에게 제공할 계획이다.공식 포스터에는 중부권 최고 명산인 계룡산 아래서 펼쳐지는 축제의 주제를 비롯해 개최 기간, 장소, 축제 QR코드, 후원기관(업체) 등을 표기했고, 동시 개최하는 지상군페스티벌과 대한민국 국제방위산업전시회(KADEX2024) 관련 내용도 포함하고 있다.특히 올해 군문화축제는 전 세계 50개국, 500개 업체에서 참여해 1600여 개의 부스가 설치되는 KADEX 2024와 같은 기간 열리는 만큼 軍문화축제와 상호 시너지 효과를 발휘한다면 축제 성공개최는 물론 전세계에 대한민국의 국방수도 계룡시를 알리는 좋은 기회가 될 것으로 보인다.재단은 포스터가 완성됨에 따라 대전·세종·충남 등 충청권은 물론 유동인구가 많은 수도권 일원에서 적극적인 축제 홍보를 전개할 예정이며, 전국 주요 행사장을 방문해 ‘계룡軍문화축제·지상군페스티벌·KADEX2024’를 알릴 계획이다.이응우 재단 이사장은 “올해 軍문화축제는 대한민국국제방위산업전시회와 동시에 열리는 만큼 보다 많은 관람객이 행사장을 찾을 것으로 예상된다”며 “대한민국 국방수도 계룡시의 위상을 한층 높일 수 있도록 2024계룡軍문화축제 준비에 최선을 다하겠다”고 말했다. 한편 ‘계룡軍문화축제·지상군페스티벌·KADEX2024’는 오는 10월 2일부터 6일까지 5일간 계룡대 활주로와 엄사면 일원에서 동시에 개최될 예정이다."
정치_행정,https://n.news.naver.com/mnews/article/003/0012630699,"이창윤 차관, 출연기관 'R&D 생태계 역동성 등 추진방안 브리핑",뉴시스,https://mimgnews.pstatic.net/image/origin/003/2024/06/26/12630699.jpg?type=ofullfill220_150,2024-06-26 15:17:17,[서울=뉴시스] 김명원 기자 = 이창윤 과학기술정보통신부 1차관이 26일 서울 종로구 정부서울청사에서 과학기술계 출연기관의 'R&D 생태계 역동성 및 지식 유동성 활성화' 추진방안(안) 관련 브리핑을 하고 있다. 2024.06.26. kmx1105@newsis.com
