category,title,date,content,media,url,thumbnail_link
정치_국회/정당,"['野 채상병특검 촉구집회 집결…""거부땐 박근혜 정권 전철 밟을 것""']",['2024.06.29. 오후 7:13'],"
			민주당 박주민 ""좌우의 문제가 아냐…사람 같지도 않은 것들""
	
		
	
구호 외치는 박찬대 원내대표(서울=연합뉴스) 신현우 기자 = 더불어민주당 박찬대 대표 직무대행 겸 원내대표가 29일 오후 서울 용산구 서울 지하철 6호선 한강진역 인근에서 열린 해병대 예비역연대 주최 '해병대원 순직 및 수사외압 사건 특검법, 국정조사 촉구 범국민 집회'에 참석해 구호를 외치고 있다. 2024.6.29 nowwego@yna.co.kr(서울=연합뉴스) 고상민 기자 = 더불어민주당을 비롯한 7개 야당이 29일 도심에서 열린 채상병특검 촉구 집회에 참석해 특검법 본회의 통과 의지를 다졌다.    더불어민주당 박찬대 대표 직무대행 겸 원내대표는 이날 해병대 예비역 연대가 주최한 '채상병 특검·국정조사 촉구 범국민 집회'에서 ""대통령을 정점으로 대통령실과 국방부가 해병대원 순직 사건을 은폐하기 위해 조직적으로 움직였다는 증거는 차고 넘친다""며 ""심지어 김건희 영부인의 개입 의혹도 증폭되고 있다""고 주장했다.    박 직무대행은 ""대통령 부부가 임성근 해병대 전 1사단장을 (혐의자 명단에서) 빼주려고 박정훈 대령에 억울한 누명을 씌웠을 가능성이 높다""며 ""민주당은 상식과 정의를 바로 세우기 위해 특검법을 반드시 통과시키겠다""고 말했다.    이어 ""윤 대통령에게 경고한다. 해병대원 특검법을 수용하라는 국민의 명령을 거부한다면 (탠핵을 당한) 박근혜 정권의 전철을 밟게 될 것""이라고 주장했다.    민주당 '해병대원 사망사건 진상규명 TF' 단장인 박주민 의원은 ""이 사건은 좌파냐 우파냐가 아니라 사람이냐 아니냐의 문제""라며 ""사람 같지도 않은 것들을 상대해야 하겠느냐. 사람이 얼마나 강한지 보여주자""고 목소리를 높였다.    조국혁신당 신장식 의원은 ""채해병 사건뿐만 아니라 국정을 어지럽힌 얼마나 많은 일들이 있었느냐""며 ""이거 하나하나 다 모아서 더 강해진 윤석열 특검을 준비하고 있으니 기다리고 있으라""고 말했다.    개혁신당 이준석 의원은 국민의힘 당권 주자인 한동훈 대표 후보가 '특검법 조건부 수용' 의사를 밝힌 것을 겨냥해 ""공식적으로 요구한다. 다음 주까지 특검법에 동의하는 국민의힘 의원 명단을 15개 가져오라""며 ""그러지 못한다면 그것은 한동훈이라는 여의도 문법에 익숙해진 한 정치인의 시간을 벌기 위한 수작일 것""이라고 지적했다.    채상병특검법은 지난 21일 야당 주도로 법사위를 통과해 본회의에 회부된 상태다. 야당은 7월 4일까지인 6월 임시국회 내에 특검법을 통과시킬 방침이다.    gorious@yna.co.kr
		",['연합뉴스'],https://n.news.naver.com/mnews/article/001/0014777536,https://mimgnews.pstatic.net/image/upload/office_logo/001/2020/09/15/logo_001_6_20200915184213.png
정치_국회/정당,['해병대와 인사 나누는 이준석'],['2024.06.29. 오후 7:10'],"
			
	
		
	
[서울=뉴시스] 김명년 기자 = 이준석 개혁신당 의원이 29일 오후 서울 용산구 지하철 6호선 한강진역 인근에서 열린 해병대 예비역연대 주최 '해병대원 순직 및 수사외압 사건 특검법, 국정조사 촉구 범국민 집회'에서 해병대 예비역 참가자와 인사를 나누고 있다. 2024.06.29. kmn@newsis.com
		",['뉴시스'],https://n.news.naver.com/mnews/article/003/0012637092,https://mimgnews.pstatic.net/image/upload/office_logo/003/2019/01/23/logo_003_6_20190123191323.jpg
정치_국회/정당,"[""'해병대원 특검법을 지금 당장 의결하라'""]",['2024.06.29. 오후 7:10'],"
			
	
		
	
[서울=뉴시스] 김명년 기자 = 29일 오후 서울 용산구 지하철 6호선 한강진역 인근에서 열린 해병대 예비역연대 주최 '해병대원 순직 및 수사외압 사건 특검법, 국정조사 촉구 범국민 집회'에서 한 해병대 예비역이 피켓을 들고 있다. 2024.06.29. kmn@newsis.com
		",['뉴시스'],https://n.news.naver.com/mnews/article/003/0012637091,https://mimgnews.pstatic.net/image/upload/office_logo/003/2019/01/23/logo_003_6_20190123191323.jpg
정치_국회/정당,"['야7당 용산서 \'채상병 특검\' 수용 촉구…""최악의 국정농단""(종합)']",['2024.06.29. 오후 7:10'],"
			민주·조국혁신당·개혁신당 등 야7당 장외집회 통한 공세박찬대 ""최악의 국정농단…'박근혜 탄핵 정권' 뛰어넘어""신장식 ""거부권 행사돼도 '윤석열 특검법' 재발의할 것""이준석 ""한동훈 후보, 채상병 특검법 동의 명단 있어야""
	
		
	
[서울=뉴시스] 김명년 기자 = 박찬대 더불어민주당 대표 직무대행 겸 원내대표가 29일 오후 서울 용산구 지하철 6호선 한강진역 인근에서 열린 해병대 예비역연대 주최 '해병대원 순직 및 수사외압 사건 특검법, 국정조사 촉구 범국민 집회'에서 박수치고 있다. 2024.06.29. kmn@newsis.com[서울=뉴시스]신재현 기자 = 더불어민주당 등 야(野)7당이 29일 장외집회를 통해 채 상병 특검 및 국정조사 관철 의지를 보였다. 이 과정에서 윤석열 대통령을 수사하는 특검법 발의 계획, 한동훈 국민의힘 당대표 후보 '제3자 추천 특검' 계획에 대한 반박 등 정부·여당을 겨냥한 발언도 쏟아졌다. 야7당 관계자들은 이날 오후 서울 용산구 한강진역 앞에서 열린 '해병대원 순직 및 수사외압 사건 특검법, 국정조사 촉구 범국민 집회'에 참석했다. 민주당 박찬대 당대표 직무대행 겸 원내대표·박주민 의원, 조국혁신당 신장식 의원, 개혁신당 이준석 의원·허은아 대표, 진보당 윤종오 의원, 사회민주당 한창민 의원, 새로운미래 서효영 비대위원, 기본소득당 신지혜 대변인 등이 발언자로 나섰다. 박찬대 직무대행은 ""지금까지 드러난 모든 정황은 윤석열 대통령이 (수사 등에) 직접 개입했다는 사실을 또렷하게 말하고 있다""고 밝혔다. 그는 ""심지어 김건희 영부인 개입 의혹도 증폭되고 있다""며 ""대통령 부부가 임성근 사단장을 (수사에서) 빼주려고 박정훈 대령에게 억울한 누명을 씌웠을 가능성이 농후하다""고 주장했다. 이어 ""이게 사실이라면 결코 용서할 수 없는 중대 범죄""라며 ""탄핵 당한 박근혜 정권을 뛰어넘는 최악의 국정농단 아닌가""라고 목소리를 높였다.
	
		
	
[서울=뉴시스] 김명년 기자 = 이준석 개혁신당 의원이 29일 오후 서울 용산구 지하철 6호선 한강진역 인근에서 열린 해병대 예비역연대 주최 '해병대원 순직 및 수사외압 사건 특검법, 국정조사 촉구 범국민 집회'에서 발언하고 있다. 2024.06.29. kmn@newsis.com 박 직무대행은 ""특검을 반대하는 자가 범인""이라며 ""해병대원 특검법을 수용하라는 국민 명령을 또다시 거부한다면 (현 정권이) 박근혜 정권의 전철을 밟게 될 거라는 점을 똑똑히 명심하라""고도 강조했다. 신장식 조국혁신당 의원은 채 상병 특검법에 대한 거부권(재의요구권)이 행사되더라도 윤석열 대통령의 수사 외압 의혹을 집중 수사하는 '윤석열 특검법'을 발의할 것이라고 엄포를 놓았다. 그는 ""채 상병 특검법이 통과되면 윤석열 대통령은 또 거부권을 행사하려고 지금 계산기를 두드리고 있을 것""이라고 꼬집었다. 그러면서 ""특검이 통과되면 조국혁신당은 야6당과 철저히 또 단단하게 연대해서 더 세고 강해진 '윤석열 특검법'을 재발의할 것""이라며 ""하나하나 다 모아서 더 세고 강해진 '윤석열 특검'을 준비하고 있으니 기다리고 계셔라""라고 말했다. 최근 제3자 주도의 채 상병 특검법을 준비하겠다고 밝힌 한동훈 국민의힘 당대표 후보에 대한 비판 발언도 쏟아졌다. 이준석 개혁신당 의원은 ""(국민의힘 당대표 후보 가운데) 일등을 한다는 한동훈이란 사람이 요즘 본인이 (내용을) 약간 바꿔서 특검을 받을 수 있다고 간보기 시작했다""며 ""더이상 국민의힘과 신용거래 할 수는 없다. 바로 결과로 만들어야 하는 것 아닌가""라고 했다. 이 의원은 ""한 후보가 국회의원 15명 정도는 본인 뜻과 동의한다고 밝히도록 만들어야 하는 것 아닌가""라며 ""개혁신당은 한 후보의 신용거래를 받지 않을 것이다. 무조건 현찰로 가져와라""고 강조했다. 이어 ""다음주까지 특검법에 동의하는 명단 15개를 가져오지 못한다면 그건 한동훈이라는 여의도 문법에 익숙해진 한 정치인의 시간을 벌기 위한 수단이라는 것""이라며 ""최소 국민의힘 10명 의원 명단을 가져와서 국민들에게 보여주지 않으면 우린 또 한번의 약속대련을 보는 것""이라고 덧붙였다. 신장식 의원도 ""한 후보가 본인은 특검법을 수용할 수 있다고 했는데 이는 전형적인 '먹튀 정치'""라며 ""한 후보는 목련꽃이 피면 김포는 서울시가 돼 있을 것이라고 이야기했던 사람인데 내년에 목련꽃이 피면 서울시가 되나""라고 비꼬았다. 신장식 의원은 ""한 후보가 친한 국민의힘 의원이 17명이나 있다고 했다. 10명이면 법안을 발의할 수 있으니 '먹튀'하지 말고 법을 내셔라""고 직격했다. 
		",['뉴시스'],https://n.news.naver.com/mnews/article/003/0012637090,https://mimgnews.pstatic.net/image/upload/office_logo/003/2019/01/23/logo_003_6_20190123191323.jpg
정치_국회/정당,['해병대 모자 쓰는 박찬대'],['2024.06.29. 오후 7:09'],"
			
	
		
	
[서울=뉴시스] 김명년 기자 = 박찬대 더불어민주당 대표 직무대행 겸 원내대표가 29일 오후 서울 용산구 지하철 6호선 한강진역 인근에서 열린 해병대 예비역연대 주최 '해병대원 순직 및 수사외압 사건 특검법, 국정조사 촉구 범국민 집회'에서 해병대 모자를 쓰고 있다. 2024.06.29. kmn@newsis.com
		",['뉴시스'],https://n.news.naver.com/mnews/article/003/0012637089,https://mimgnews.pstatic.net/image/upload/office_logo/003/2019/01/23/logo_003_6_20190123191323.jpg
정치_국회/정당,['해병대 모자 착용한 박찬대 원내대표'],['2024.06.29. 오후 7:09'],"
			
	
		
	
[서울=뉴시스] 김명년 기자 = 박찬대 더불어민주당 대표 직무대행 겸 원내대표가 29일 오후 서울 용산구 지하철 6호선 한강진역 인근에서 열린 해병대 예비역연대 주최 '해병대원 순직 및 수사외압 사건 특검법, 국정조사 촉구 범국민 집회'에서 해병대 모자를 쓰고 있다. 2024.06.29. kmn@newsis.com
		",['뉴시스'],https://n.news.naver.com/mnews/article/003/0012637088,https://mimgnews.pstatic.net/image/upload/office_logo/003/2019/01/23/logo_003_6_20190123191323.jpg
정치_국회/정당,['허은아 대표와 인사 나누는 박찬대 원내대표'],['2024.06.29. 오후 7:09'],"
			
	
		
	
[서울=뉴시스] 김명년 기자 = 박찬대 더불어민주당 대표 직무대행 겸 원내대표가 29일 오후 서울 용산구 지하철 6호선 한강진역 인근에서 열린 해병대 예비역연대 주최 '해병대원 순직 및 수사외압 사건 특검법, 국정조사 촉구 범국민 집회'에서 허은아 개혁신당 대표와 인사를 나누고 있다. 2024.06.29. kmn@newsis.com
		",['뉴시스'],https://n.news.naver.com/mnews/article/003/0012637087,https://mimgnews.pstatic.net/image/upload/office_logo/003/2019/01/23/logo_003_6_20190123191323.jpg
정치_국회/정당,"[""'해병대원 순직 및 수사외압 사건 특검법, 국정조사 촉구 범국민 집회'""]",['2024.06.29. 오후 7:09'],"
			
	
		
	
[서울=뉴시스] 김명년 기자 = 29일 오후 서울 용산구 지하철 6호선 한강진역 인근에서 열린 해병대 예비역연대 주최 '해병대원 순직 및 수사외압 사건 특검법, 국정조사 촉구 범국민 집회'에서 참석자들이 묵념을 하고 있다. 2024.06.29. kmn@newsis.com
		",['뉴시스'],https://n.news.naver.com/mnews/article/003/0012637086,https://mimgnews.pstatic.net/image/upload/office_logo/003/2019/01/23/logo_003_6_20190123191323.jpg
정치_국회/정당,['해병대 모자 쓰는 박찬대 원내대표'],['2024.06.29. 오후 7:09'],"
			
	
		
	
[서울=뉴시스] 김명년 기자 = 박찬대 더불어민주당 대표 직무대행 겸 원내대표가 29일 오후 서울 용산구 지하철 6호선 한강진역 인근에서 열린 해병대 예비역연대 주최 '해병대원 순직 및 수사외압 사건 특검법, 국정조사 촉구 범국민 집회'에서 해병대 모자를 쓰고 있다. 2024.06.29. kmn@newsis.com
		",['뉴시스'],https://n.news.naver.com/mnews/article/003/0012637085,https://mimgnews.pstatic.net/image/upload/office_logo/003/2019/01/23/logo_003_6_20190123191323.jpg
정치_국회/정당,['해병대 군가 부르는 박찬대 원내대표'],['2024.06.29. 오후 7:09'],"
			
	
		
	
[서울=뉴시스] 김명년 기자 = 박찬대 더불어민주당 대표 직무대행 겸 원내대표가 29일 오후 서울 용산구 지하철 6호선 한강진역 인근에서 열린 해병대 예비역연대 주최 '해병대원 순직 및 수사외압 사건 특검법, 국정조사 촉구 범국민 집회'에서 해병대 군가를 부르고 있다. 2024.06.29. kmn@newsis.com
		",['뉴시스'],https://n.news.naver.com/mnews/article/003/0012637084,https://mimgnews.pstatic.net/image/upload/office_logo/003/2019/01/23/logo_003_6_20190123191323.jpg
