category,url,title,media,thumbnail,date,content
정치_대통령실,https://n.news.naver.com/mnews/article/421/0007624741,"대통령실 ""국회가 최고 권력기관""…거야 입법 독주에 '부글부글'",뉴스1,https://mimgnews.pstatic.net/image/origin/421/2024/06/26/7624741.jpg?type=ofullfill220_150,2024-06-26 10:17:06,"""야당, 절차 지키는 것이 좋을텐데 아쉬워""



유상범, 송석준 국민의힘 의원이 25일 오전 서울 여의도 국회에서 열린 법제사법위원회 4차 전체회의에서 정청래 위원장과 더불어민주당 의원들을 향해 간사 선임부터 해야 한다며 의사일정 진행 관련 항의를 하고 있다. 2024.6.25/뉴스1 ⓒ News1 안은나 기자(서울=뉴스1) 김정률 기자 = 대통령실은 26일 더불어민주당의 입법 강행에 대해 ""국회가 이제 우리나라의 최고 권력기관이 됐고, 그중 법사위가 가장 핵심적 역할을 하고 있다""고 비판했다. 대통령실 고위관계자는 이날 통화에서 ""올바르지 않은 행태고 언젠가는 국민들에게 좋지 않은 결과가 나올 것이다. 야당이 세다고 해도 절차를 지키는 것이 좋을텐데 아쉽다""며 이렇게 말했다. 전날 국회에서 열린 법제사법위원회 전체회의에서는 지난 18일 소관 상임위인 과방위 문턱을 넘은 방송법·방송문화진흥회법·한국교육방송공사법 개정안 등 이른바 방송3법과 방송통신위원회 설치법 개정안이 여당 의원들의 반발 속 야당 단독으로 처리됐다. 민주당은 지난 21일에는 여당이 불참한 가운데 단독으로 법사위 입법 청문회를 여는 한편, 개정된 해병대원 특검법을 통과시키기도 했다. 대통령실 입장에서는 여당이 아무런 힘을 발휘할 수 있는 22대 국회에서 야당의 이런 입법 독주에 손을 놓을 수밖에 없는 상황이다. 민주당은 22대 국회들어 재발의한 법안은 △양곡관리법 △방송법 3법 △노란봉투법 △김건희 여사 종합특검법 등이다. 대통령실은 이들 법안에 대한 재의요구권(거부권) 행사 여부에 대해 아직 입장을 밝히지 않고 있지만 야당 단독으로 국회 본회의를 통과할 경우 거부권 행사는 불가피한 상황이다. 이 경우 대야(對野) 관계는 더욱 경색될 뿐 아니라 윤 대통령에 대한 여론의 압박도 커질 수밖에 없는 상황이다. 대통령실 고위관계자는 ""대응하는 것이 불가능하지 않냐""며 ""민주당은 목표를 향해 좌고우면하지 않고 가겠다는 것으로 보인다""고 했다."
정치_대통령실,https://n.news.naver.com/mnews/article/029/0002883065,박성중 전 의원 과기부 장관 유력설…대통령실 비서관 5명도 부처로 갈 듯,디지털타임스,https://mimgnews.pstatic.net/image/origin/029/2024/06/26/2883065.jpg?type=ofullfill220_150,2024-06-26 10:14:07,"박성중 전 국민의힘 의원이 유력한 차기 과학기술정보통신부 장관 후보자로 거론되고 있다. 대통령실 비서관도 대거 부처로 자리를 이동할 전망이다. 26일 정치권에 따르면 박 전 의원이 과기부 장관 후보자로 인사 검증 절차가 진행중인 것으로 알려졌다. 박 전 의원은 20·21대 국회의원을 지냈고, 21대 국회 후반기 과학기술정보방송통신위원회 여당 간사를 역임한 바 있다. 윤석열 대통령의 인수위원회에서도 과학기술교육분과 간사를 했다. 22대 총선에서 자시의 지역구인 서초을이 아닌 경기 부천을에 출마했다가 낙선했다. 행정고시로 공직에 진출했기 때문에 과학계 출신은 아니다.윤 대통령은 앞서 지난달 9일 취임 2주년 기자회견에서 개각 가능성을 묻는 질문에 '정부 출범 후 2년간 장관직을 지낸 인물'을 대상으로 지목한 바 있다. 이종호 과기부 장관을 비롯해 한화진 환경부 장관, 이정식 고용노동부 장관 등이 해당한다. 대통령실에서 부처로 교체가 이뤄지는 비서관급도 상당수에 달할 것으로 예상된다. 경향신문은 이날 고득영 보건복지비서관·김성섭 중소벤처비서관·김종문 국정과제비서관·연원정 인사제도비서관·박범수 농해수비서관 등이 정부 부처 인사 목적의 검증을 진행하고 있다고 보도했다. 윤 대통령은 지난 20일에도 환경부 차관과 고용부 차관에 각각 이병화 대통령실 기후환경비서관, 김민석 대통령실 고용노동비서관을 임명했고, 지난해에도 대통령실 비서관들을 부처 차관급으로 대거 이동시켜 부처 장악력을 높인 바 있다.  



박성중 전 국민의힘 의원. 연합뉴스"
정치_대통령실,https://n.news.naver.com/mnews/article/003/0012629368,"대통령실, 북 탄도미사일 발사 직후  안보상황점검회의",뉴시스,https://mimgnews.pstatic.net/image/origin/003/2024/06/26/12629368.jpg?type=ofullfill220_150,2024-06-26 10:09:49,"안보 2차장 주재



[서울=뉴시스]인성환 국가안보실 제2차장은 15일 용산 대통령실에서 사이버안보 상황점검 회의를 열었다.(사진=대통령실 제공) 2023.11.15[서울=뉴시스] 박미영 기자 = 대통령실은 26일 북한이 동해으로 탄도미사일을 발사한 직후 안보상황점검회의를 열어 대응 방안을 논의했다. 이날 안보상황점검회의는 인성환 국가안보실 2차장이 주재했으며 군 당국의 상황 보고 등이 있었다. 합동참모본부에 따르면 이날 북한은 오전 5시30분께 평양 일대에서 동해상으로 미상의 탄도미사일을 발사했으나 실패한 것으로 추정된다. 북한의 탄도미사일 발사는 지난달 30일 이후 27일만이다. 북한은 24일부터 이틀 연속으로 대남 오물풍선을 살포한 바 있으며 이날 새벽 탄도미사일까지 발사해 복합 도발 양상을 보이고 있다."
정치_대통령실,https://n.news.naver.com/mnews/article/421/0007624695,"한 총리 ""6.8조원 규모 2025년 국제개발협력 종합시행계획 마련""",뉴스1,https://mimgnews.pstatic.net/image/origin/421/2024/06/26/7624695.jpg?type=ofullfill220_150,2024-06-26 10:03:30,"국제개발협력위원회 주재…""세계 10위권 선진 ODA 도약 의지""



한덕수 국무총리가 26일 서울 종로구 정부서울청사에서 열린 국제개발협력위원회 회의에서 모두발언을 하고 있다. 2024.6.26/뉴스1 ⓒ News1 허경 기자(서울=뉴스1) 이기림 기자 = 한덕수 국무총리는 26일 ""정부는 세계 10위권의 선진 공적개발원조(ODA) 국가로 도약하겠다는 의지를 계속 이어나가고자, 이번에 6조 8천억원 규모의 2025년 국제개발협력 종합시행계획을 마련했다""고 밝혔다. 한 총리는 이날 오전 정부서울청사에서 제50차 국제개발협력위원회를 열고 ""윤석열 정부는 글로벌 중추국가의 비전을 실현하기 위해 ODA 규모를 지속적으로 확대해왔다""며 이같이 말했다. 이어 ""지금 우리는 ODA의 양적 확대에 걸맞은 질적 성장을 이뤄야 할 과제를 안고 있다""며 ""또한 기후변화, 자연재해, 식량위기, 공급망 불안과 같은 글로벌 현안 해결을 위해 책임 있는 역할을 수행해야 한다""고 밝혔다. 한 총리는 ""우리의 대외정책과 연계해 주요 협력국과 상생의 국익을 실현하겠다""며 ""한-아프리카 정상회의 및 중앙아시아 순방 성과를 충실히 이행해 주요국과의 협력을 더욱 촉진해 나가겠다""고 말했다. 이어 ""수원국의 혁신과 개발 지원을 위한 맞춤형 협력사업을 지원하면서, 우리 기업 진출과 공급망 협력에도 적극 노력하겠다""고 밝혔다. 또한 한 총리는 ""국제사회의 지속가능한 발전목표 달성을 위해서 더욱 노력하겠다""며 ""글로벌 기후재원 조성에 적극 참여하고, 취약국·취약계층을 위한 식량원조와 포용의료에도 계속 관심을 기울이겠다""고 말했다. 이어 ""글로벌 동반 성장을 위해 전자정부 등 개도국의 디지털경제 전환에도 힘을 보태겠다""고 밝혔다. 아울러 한 총리는 ""ODA의 질적 향상을 위한 기반을 다지겠다""며 ""우리가 비교우위가 있고, 수원국이 원하는 발전경험을 전수하기 위한 사업에 역량을 집중하겠다""고 말했다. 이어 ""이를 위해 관행적 사업, 성과가 적은 소액사업의 과감한 구조조정에 주안점을 뒀다""며 ""ODA를 추진하는 과정에서 부처간 벽을 허무는 협업을 통해서 성과를 제고하고, 선진공여국과 민간 전문가의 경험과 조언도 적극 반영하겠다""고 밝혔다."
정치_대통령실,https://n.news.naver.com/mnews/article/277/0005437146,"대통령실, 北 탄도미사일 발사에 안보상황점검회의 개최",아시아경제,https://mimgnews.pstatic.net/image/origin/277/2024/06/26/5437146.jpg?type=ofullfill220_150,2024-06-26 09:57:13,26일 오전 5시32분께 인천시 옹진군 대연평도 앞 바다 상공에 북한 탄도미사일 추정 항적운이 길게 뻗어 있다. [이미지출처=연합뉴스]대통령실은 26일 오전 북한의 탄도미사일 발사와 관련해 인성환 국가안보실 2차장 주재로 안보상황점검회의를 열고 대응책을 논의했다.앞서 합동참모본부는 북한이 이날 오전 5시30분께 평양 일대에서 동해상으로 미상 탄도미사일을 발사했으나 실패한 것으로 추정된다고 밝혔다.북한의 탄도미사일 발사는 지난달 30일 이후 약 한 달 만이다.지난 24∼25일 이틀 연속 대남 '오물 풍선'을 살포한 북한은 이날 새벽 탄도미사일까지 발사하며 도발 수위를 끌어올리고 있다.
정치_대통령실,https://n.news.naver.com/mnews/article/001/0014769781,"김한규 의원, 관광진흥청 설립 정부조직법 개정안 발의",연합뉴스,https://mimgnews.pstatic.net/image/origin/001/2024/06/26/14769781.jpg?type=ofullfill220_150,2024-06-26 09:55:15,"문체부서 관광정책국 분리…'관광청 제주 설치' 대통령 공약 국회서 논의(제주=연합뉴스) 고성식 기자 = 윤석열 대통령의 공약인 '관광청 제주 설치' 논의가 국회 차원에서 추진된다. 



제주도 지지 유세(자료사진)(제주=연합뉴스) 한종찬 기자  = 국민의힘 윤석열 대선 후보가 2022년 3월 8일 제주시 동문시장 일대에서 열린 ‘제주와 함께 승리합니다’ 제주도 거점유세에서 돌하르방을 들어보이고 있다. 2022.3.8 [공동취재] saba@yna.co.kr    더불어민주당 김한규 국회의원(제주시을)은 한국관광진흥청을 설립하고 한국관광진흥청의 목적과 업무 범위를 명확히 규정하는 내용으로 '정부조직법 일부개정 법률안'을 발의했다고 26일 밝혔다.    이는 문화체육관광부가 관장하는 관광 사무를 별도의 조직으로 분리하는 내용이다.    개정 법률안에는 한국관광진흥청의 청장은 차관급으로 두고 문체부의 관광정책국을 흡수해 조직을 개편하는 내용이 담겼다.    김 의원은 ""관광산업은 경쟁력과 가치를 지닌 국가 전략 산업""이라며 ""관광 사무를 효율적이고 체계적으로 이행할 사령탑을 만들기 위해 법안을 발의했다""고 설명했다.     김 의원은 이어 ""특히 관광청 신설과 제주 유치는 윤석열 대통령의 공약이자 국민의힘 총선 공약이지만, 현재까지 감감무소식""이라며 ""지금이라도 정부가 공약 이행에 나서주길 바란다""고 말했다.  koss@yna.co.kr"
정치_대통령실,https://n.news.naver.com/mnews/article/032/0003304660,"[단독]대통령실, 비서관 5명 대거 인사 검증···박성중 전 의원 과기부 장관 유력 검토",경향신문,https://mimgnews.pstatic.net/image/origin/032/2024/06/26/3304660.jpg?type=ofullfill220_150,2024-06-26 09:47:08,"7월 단행 장·차관 인사서 영전 기용 전망대통령실이 초기부터 함께 일해온 비서관들 5명 등에 대한 인사 검증을 대거 진행 중인 것으로 26일 확인됐다. 각 부처 차관 등으로 영전 기용할 것으로 전망된다. 또 지난 총선에서 낙마한 박성중 전 국민의힘 의원을 과학기술정보통신부 장관 후보자로 검증하는 것으로도 확인됐다.



용산 대통령실 청사 전경. 대통령실 제공경향신문 취재 결과 정부는 대통령실 소속의 고득영 보건복지비서관·김성섭 중소벤처비서관·김종문 국정과제비서관·연원정 인사제도비서관·박범수 농해수비서관에 대한 인사 검증을 진행하는 것으로 확인됐다. 대통령실은 초기부터 함께 일해온 비서관들을 정부 부처 등으로 보내 활용할 계획이다. 대통령실은 이들을 섭섭하지 않게 대우하겠다는 입장인 것으로 전해졌다.비서관들을 대거 인사 검증하는 배경에는 인사 교체를 통해 대통령실을 쇄신하고, 기존 대통령실 비서관을 일부 부처로 보내 장악력을 높이겠다는 의도가 깔린 것으로 해석된다. 윤 대통령은 앞서 지난 20일 환경부 차관과 고용부 차관에 각각 이병화 대통령실 기후환경비서관, 김민석 대통령실 고용노동비서관을 임명한 바 있다.이외에도 정부는 박성중 전 의원, 방기선 국무조정실장, 김완섭 전 기획재정부 2차관 등에 대한 인사 검증도 진행 중이다. 박 전 의원은 과기부 장관직을 염두에 두고 검증하는 것으로 확인됐다. 당초 방 실장 자리에 김 전 차관을 기용할 거란 관측도 있었지만, 김 전 차관은 국무조정실장이 아닌 다른 자리로 검토중인 것으로 확인됐다.장·차관 인사는 7월 중 단행될 예정이다. 박 전 의원이 과기부 장관으로 확정될 경우 과학기술 분야에 전문성이 있느냐는 지적이 제기될 수 있다. 박 전 의원은 20~21대에서 서울 서초을 국회의원을 지냈고, 지난 총선에선 경기 부천을에 출마했지만 낙마했다. 문화체육관광부 2차관 후보군에 올라있는 이용 전 국민의힘 의원과 맞물려 장·차관직이 ‘총선 패자 부활’용이 된다는 비판도 나올 수 있다."
정치_대통령실,https://n.news.naver.com/mnews/article/421/0007624575,발언하는 한덕수 총리,뉴스1,https://mimgnews.pstatic.net/image/origin/421/2024/06/26/7624575.jpg?type=ofullfill220_150,2024-06-26 09:45:06,(서울=뉴스1) 허경 기자 = 한덕수 국무총리가 26일 서울 종로구 정부서울청사에서 열린 국제개발협력위원회 회의에서 모두발언을 하고 있다. 2024.6.26/뉴스1
정치_대통령실,https://n.news.naver.com/mnews/article/421/0007624571,국제개발협력위원회 발언하는 한덕수 총리,뉴스1,https://mimgnews.pstatic.net/image/origin/421/2024/06/26/7624571.jpg?type=ofullfill220_150,2024-06-26 09:43:57,(서울=뉴스1) 허경 기자 = 한덕수 국무총리가 26일 서울 종로구 정부서울청사에서 열린 국제개발협력위원회 회의에서 모두발언을 하고 있다. 2024.6.26/뉴스1
정치_대통령실,https://n.news.naver.com/mnews/article/421/0007624570,"한덕수 총리, 국제개발협력위원회 발언",뉴스1,https://mimgnews.pstatic.net/image/origin/421/2024/06/26/7624570.jpg?type=ofullfill220_150,2024-06-26 09:43:56,(서울=뉴스1) 허경 기자 = 한덕수 국무총리가 26일 서울 종로구 정부서울청사에서 열린 국제개발협력위원회 회의에서 모두발언을 하고 있다. 2024.6.26/뉴스1
